disease_finding_id,disease_id,finding_id,presence,typicality,sensitivity_context,specificity_context,disease_stage,age_context,clinical_meaning,distinguishing_value,commonly_tested,step_levels,subject_exams,source_status,relationship_role
DNF-NEUR-A55A4FFC1B07,DIS-NEUR-FACIOSCAPULOHUMERALM,FND-NEUR-ACETYLCHOLINERECEPTO,present,supportive,Timing and phenotype determine sensitivity of acetylcholine-receptor antibodies in Facioscapulohumeral muscular dystrophy.,Acetylcholine-receptor antibodies is interpreted against the disease-specific mimics of Facioscapulohumeral muscular dystrophy.,condition-specific,condition-specific,Acetylcholine-receptor antibodies contributes a defined finding pattern to the explicit Facioscapulohumeral muscular dystrophy illness script.,The selected Acetylcholine-receptor antibodies pattern differentiates Facioscapulohumeral muscular dystrophy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-A628A476F53B,DIS-NEUR-MYOTONICDYSTROPHY,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Myotonic dystrophy.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Myotonic dystrophy.,condition-specific,condition-specific,Neurofibrillary tangles contributes a defined finding pattern to the explicit Myotonic dystrophy illness script.,The selected Neurofibrillary tangles pattern differentiates Myotonic dystrophy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-5A2FD6AF9027,DIS-NEUR-MYOTONICDYSTROPHY,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Myotonic dystrophy.,Lewy bodies is interpreted against the disease-specific mimics of Myotonic dystrophy.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Myotonic dystrophy illness script.,The selected Lewy bodies pattern differentiates Myotonic dystrophy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-C8AC33BAF4AD,DIS-NEUR-MYOTONICDYSTROPHY,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Myotonic dystrophy.,Ventriculomegaly is interpreted against the disease-specific mimics of Myotonic dystrophy.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Myotonic dystrophy illness script.,The selected Ventriculomegaly pattern differentiates Myotonic dystrophy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-D5CEECA3491E,DIS-NEUR-MYOTONICDYSTROPHY,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Myotonic dystrophy.,Fluctuating attention is interpreted against the disease-specific mimics of Myotonic dystrophy.,condition-specific,condition-specific,Fluctuating attention contributes a defined finding pattern to the explicit Myotonic dystrophy illness script.,The selected Fluctuating attention pattern differentiates Myotonic dystrophy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-912BFD482190,DIS-NEUR-MCARDLEDISEASE,FND-NEUR-FATIGABLEPTOSIS,present,classic,Timing and phenotype determine sensitivity of fatigable ptosis in McArdle disease.,Fatigable ptosis is interpreted against the disease-specific mimics of McArdle disease.,condition-specific,condition-specific,Fatigable ptosis contributes a defined finding pattern to the explicit McArdle disease illness script.,The selected Fatigable ptosis pattern differentiates McArdle disease from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-6F92D1D239F3,DIS-NEUR-MCARDLEDISEASE,FND-NEUR-NOSENSORYLOSS,present,supportive,Timing and phenotype determine sensitivity of no sensory loss in McArdle disease.,No sensory loss is interpreted against the disease-specific mimics of McArdle disease.,condition-specific,condition-specific,No sensory loss contributes a defined finding pattern to the explicit McArdle disease illness script.,The selected No sensory loss pattern differentiates McArdle disease from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-4799ADE83491,DIS-NEUR-MCARDLEDISEASE,FND-NEUR-ALBUMINOCYTOLOGICDIS,present,supportive,Timing and phenotype determine sensitivity of albuminocytologic dissociation in McArdle disease.,Albuminocytologic dissociation is interpreted against the disease-specific mimics of McArdle disease.,condition-specific,condition-specific,Albuminocytologic dissociation contributes a defined finding pattern to the explicit McArdle disease illness script.,The selected Albuminocytologic dissociation pattern differentiates McArdle disease from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-CC3CC7C1C0B5,DIS-NEUR-MCARDLEDISEASE,FND-NEUR-ACETYLCHOLINERECEPTO,present,supportive,Timing and phenotype determine sensitivity of acetylcholine-receptor antibodies in McArdle disease.,Acetylcholine-receptor antibodies is interpreted against the disease-specific mimics of McArdle disease.,condition-specific,condition-specific,Acetylcholine-receptor antibodies contributes a defined finding pattern to the explicit McArdle disease illness script.,The selected Acetylcholine-receptor antibodies pattern differentiates McArdle disease from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-52E07A19CB26,DIS-NEUR-POMPEDISEASE,FND-NEUR-FATIGABLEPTOSIS,present,classic,Timing and phenotype determine sensitivity of fatigable ptosis in Pompe disease.,Fatigable ptosis is interpreted against the disease-specific mimics of Pompe disease.,condition-specific,condition-specific,Fatigable ptosis contributes a defined finding pattern to the explicit Pompe disease illness script.,The selected Fatigable ptosis pattern differentiates Pompe disease from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-2315AE7954C9,DIS-NEUR-POMPEDISEASE,FND-NEUR-NOSENSORYLOSS,present,supportive,Timing and phenotype determine sensitivity of no sensory loss in Pompe disease.,No sensory loss is interpreted against the disease-specific mimics of Pompe disease.,condition-specific,condition-specific,No sensory loss contributes a defined finding pattern to the explicit Pompe disease illness script.,The selected No sensory loss pattern differentiates Pompe disease from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-8D0D92FC2B84,DIS-NEUR-POMPEDISEASE,FND-NEUR-ALBUMINOCYTOLOGICDIS,present,supportive,Timing and phenotype determine sensitivity of albuminocytologic dissociation in Pompe disease.,Albuminocytologic dissociation is interpreted against the disease-specific mimics of Pompe disease.,condition-specific,condition-specific,Albuminocytologic dissociation contributes a defined finding pattern to the explicit Pompe disease illness script.,The selected Albuminocytologic dissociation pattern differentiates Pompe disease from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-2A6A64205AE1,DIS-NEUR-POMPEDISEASE,FND-NEUR-ACETYLCHOLINERECEPTO,present,supportive,Timing and phenotype determine sensitivity of acetylcholine-receptor antibodies in Pompe disease.,Acetylcholine-receptor antibodies is interpreted against the disease-specific mimics of Pompe disease.,condition-specific,condition-specific,Acetylcholine-receptor antibodies contributes a defined finding pattern to the explicit Pompe disease illness script.,The selected Acetylcholine-receptor antibodies pattern differentiates Pompe disease from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-EEC10667967F,DIS-NEUR-SMALLFIBERNEUROPATHY,FND-NEUR-AREFLEXIA,present,classic,Timing and phenotype determine sensitivity of areflexia in Small-fiber neuropathy.,Areflexia is interpreted against the disease-specific mimics of Small-fiber neuropathy.,condition-specific,condition-specific,Areflexia contributes a defined finding pattern to the explicit Small-fiber neuropathy illness script.,The selected Areflexia pattern differentiates Small-fiber neuropathy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-E8ED5FC105DA,DIS-NEUR-SMALLFIBERNEUROPATHY,FND-NEUR-F8CC1E183585,present,supportive,Timing and phenotype determine sensitivity of length-dependent sensory loss in Small-fiber neuropathy.,Length-dependent sensory loss is interpreted against the disease-specific mimics of Small-fiber neuropathy.,condition-specific,condition-specific,Length-dependent sensory loss contributes a defined finding pattern to the explicit Small-fiber neuropathy illness script.,The selected Length-dependent sensory loss pattern differentiates Small-fiber neuropathy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-CD1D1F56697E,DIS-NEUR-SMALLFIBERNEUROPATHY,FND-NEUR-NOSENSORYLOSS,present,supportive,Timing and phenotype determine sensitivity of no sensory loss in Small-fiber neuropathy.,No sensory loss is interpreted against the disease-specific mimics of Small-fiber neuropathy.,condition-specific,condition-specific,No sensory loss contributes a defined finding pattern to the explicit Small-fiber neuropathy illness script.,The selected No sensory loss pattern differentiates Small-fiber neuropathy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-8D66BFC84728,DIS-NEUR-SMALLFIBERNEUROPATHY,FND-NEUR-FASCICULATIONS,present,supportive,Timing and phenotype determine sensitivity of fasciculations in Small-fiber neuropathy.,Fasciculations is interpreted against the disease-specific mimics of Small-fiber neuropathy.,condition-specific,condition-specific,Fasciculations contributes a defined finding pattern to the explicit Small-fiber neuropathy illness script.,The selected Fasciculations pattern differentiates Small-fiber neuropathy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-F6DB0751036C,DIS-NEUR-MONONEURITISMULTIPLE,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Mononeuritis multiplex.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Mononeuritis multiplex.,condition-specific,condition-specific,Neurofibrillary tangles contributes a defined finding pattern to the explicit Mononeuritis multiplex illness script.,The selected Neurofibrillary tangles pattern differentiates Mononeuritis multiplex from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-80EF86D51131,DIS-NEUR-MONONEURITISMULTIPLE,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Mononeuritis multiplex.,Lewy bodies is interpreted against the disease-specific mimics of Mononeuritis multiplex.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Mononeuritis multiplex illness script.,The selected Lewy bodies pattern differentiates Mononeuritis multiplex from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-60770C7EBC45,DIS-NEUR-MONONEURITISMULTIPLE,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Mononeuritis multiplex.,Ventriculomegaly is interpreted against the disease-specific mimics of Mononeuritis multiplex.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Mononeuritis multiplex illness script.,The selected Ventriculomegaly pattern differentiates Mononeuritis multiplex from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
