disease_presentation_id,disease_id,presentation_id,source_review_status,medical_review_status,relationship_role,typicality,frequency_category,acuity,age_context,pregnancy_context,clinical_setting,key_positive_clues,key_negative_clues,cannot_miss,step_levels,subject_exams,source_status
DPR-NEUR-BF769AEA8DE9,DIS-NEUR-163,PRS-008,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,urgent evaluation when an immunocompromised patient has focal neurologic symptoms or possible intracranial mass effect,Subacute focal neurologic deficit in an appropriately immunocompromised host supports cerebral toxoplasmosis. Headache seizure altered mental status or fever can accompany it but are not required.,No single symptom confirms cerebral toxoplasmosis; absent associated symptoms do not exclude it.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DPR-NEUR-8EAE5406F1C5,DIS-NEUR-149,PRS-NEUR-051,draft_ai_generated,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Abrupt onset, a vascular-territory pattern, and cortical signs when cortex is involved are the key positive clues; gradual spreading positive symptoms favor migraine aura.","For Acute focal neurologic deficit, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-B22536590E17,DIS-NEUR-149,PRS-NEUR-APHASIA,draft_ai_generated,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abrupt language production or comprehension loss with preserved alertness suggests dominant cortical ischemia rather than delirium.,"For Aphasia, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-C29EFF0AC2C8,DIS-NEUR-149,PRS-NEUR-DYSARTHRIA,draft_ai_generated,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Cerebellar stroke has its own mechanism, time course, and localizing pattern in the Phase 4A curation.","For Dysarthria, absence of the characteristic pattern described here requires active evaluation of the documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-AF7083E872CA,DIS-NEUR-150,PRS-NEUR-069,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Cerebral palsy: numbness is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-BABAD5BAE738,DIS-NEUR-150,PRS-NEUR-PARESTHESIA,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Cerebral palsy: paresthesia is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-CF0BA3F49C1A,DIS-NEUR-150,PRS-021,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Cerebral palsy: weakness is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-25B386ADB911,DIS-NEUR-151,PRS-NEUR-055,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Spinal muscular atrophy: back pain with neurologic deficit is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-23E060B840B6,DIS-NEUR-151,PRS-NEUR-SENSORYLEVEL,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Spinal muscular atrophy: sensory level is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-D2FC46983909,DIS-NEUR-151,PRS-NEUR-URINARYRETENTIONWITH,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Spinal muscular atrophy: urinary retention with neurologic deficit is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-7F4050906A82,DIS-NEUR-152,PRS-NEUR-059,draft_ai_generated,needs_medical_review,classic,typical,common,variable,pediatric,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Cortical tubers, seizures, and multisystem hamartomas suggest tuberous sclerosis rather than acquired CNS inflammation. The linked presentation 'Developmental regression' is linked because its timing and associated examination findings match this illness script.","For Tuberous sclerosis, absence of the expected syndrome features prompts a search to its documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-870B768168C4,DIS-NEUR-152,PRS-NEUR-068,draft_ai_generated,needs_medical_review,common,typical,common,variable,pediatric,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Cortical tubers, seizures, and multisystem hamartomas suggest tuberous sclerosis rather than acquired CNS inflammation. The linked presentation 'Neonatal hypotonia' is linked because its timing and associated examination findings match this illness script.","For Tuberous sclerosis, absence of the expected syndrome features prompts a search to its documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-C4698B745B67,DIS-NEUR-152,PRS-NEUR-063,draft_ai_generated,needs_medical_review,common,typical,common,variable,pediatric,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,"Cortical tubers, seizures, and multisystem hamartomas suggest tuberous sclerosis rather than acquired CNS inflammation. The linked presentation 'First seizure' is linked because its timing and associated examination findings match this illness script.","For Tuberous sclerosis, absence of the expected syndrome features prompts a search to its documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-58F18851C41B,DIS-NEUR-153,PRS-NEUR-059,source_checked,needs_medical_review,classic,typical,common,variable,pediatric,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Neurofibromatosis type 1: developmental regression is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-C0A48654CE26,DIS-NEUR-153,PRS-NEUR-068,source_checked,needs_medical_review,common,typical,common,variable,pediatric,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Neurofibromatosis type 1: neonatal hypotonia is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-AB2D7E7F481F,DIS-NEUR-153,PRS-NEUR-063,source_checked,needs_medical_review,common,typical,common,variable,pediatric,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Neurofibromatosis type 1: first seizure is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-8A2FBB658443,DIS-NEUR-154,PRS-NEUR-059,source_checked,needs_medical_review,classic,typical,common,variable,pediatric,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Rett syndrome: developmental regression is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-5C2C279CF5C9,DIS-NEUR-154,PRS-NEUR-068,source_checked,needs_medical_review,common,typical,common,variable,pediatric,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Rett syndrome: neonatal hypotonia is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-BE067D112B03,DIS-NEUR-154,PRS-NEUR-063,source_checked,needs_medical_review,common,typical,common,variable,pediatric,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Rett syndrome: first seizure is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-BDCE32D47374,DIS-NEUR-155,PRS-006,draft_ai_generated,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Fluctuating attention and asterixis in liver failure support hepatic encephalopathy as a toxic-metabolic encephalopathy mimic. The linked presentation 'Altered mental status' is linked because its timing and associated examination findings match this illness script.,"For Hepatic encephalopathy, absence of the expected syndrome features prompts a search to its documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
